date,name,value
2018-11-01,Diseases of the circulatory system,2123
2018-11-01,Diseases of the respiratory system,462
2018-11-01,Diseases of the digestive system,206
2018-11-01,Diseases of the skin and subcutaneous tissue,13
2018-11-01,Diseases of the musculoskeletal system and connective tissue,34
2018-11-01,Diseases of the genitourinary system,202
2018-11-01,"Pregnancy, childbirth and the puerperium",4
2018-11-01,Certain conditions originating in the perinatal period,34
2018-11-01,"Congenital malformations, deformations and chromosomal abnormalities",29
2018-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",58
2018-11-01,External causes of morbidity and mortality,505
2018-12-01,Certain infectious and parasitic diseases,154
2018-12-01,Neoplasms,1704
2018-12-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,25
2018-12-01,"Endocrine, nutritional and metabolic diseases",408
2018-12-01,Mental and behavioural disorders,269
2018-12-01,Diseases of the nervous system,469
2018-12-01,Diseases of the circulatory system,2263
2018-12-01,Diseases of the respiratory system,519
2018-12-01,Diseases of the digestive system,216
2018-12-01,Diseases of the skin and subcutaneous tissue,10
2018-12-01,Diseases of the musculoskeletal system and connective tissue,33
2018-12-01,Diseases of the genitourinary system,207
2018-12-01,"Pregnancy, childbirth and the puerperium",8
2018-12-01,Certain conditions originating in the perinatal period,55
2018-12-01,"Congenital malformations, deformations and chromosomal abnormalities",27
2018-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",73
2018-12-01,External causes of morbidity and mortality,461
2019-01-01,Certain infectious and parasitic diseases,162
2019-01-01,Neoplasms,1617
2019-01-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,27
2019-01-01,"Endocrine, nutritional and metabolic diseases",434
2019-01-01,Mental and behavioural disorders,242
2019-01-01,Diseases of the nervous system,499
2019-01-01,Diseases of the eye and adnexa,1
2019-01-01,Diseases of the circulatory system,2311
2019-01-01,Diseases of the respiratory system,631
2019-01-01,Diseases of the digestive system,240
2019-01-01,Diseases of the skin and subcutaneous tissue,11
2019-01-01,Diseases of the musculoskeletal system and connective tissue,31
2019-01-01,Diseases of the genitourinary system,194
2019-01-01,"Pregnancy, childbirth and the puerperium",5
2019-01-01,Certain conditions originating in the perinatal period,47
2019-01-01,"Congenital malformations, deformations and chromosomal abnormalities",28
2019-01-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",58
2019-01-01,External causes of morbidity and mortality,497
2019-02-01,Certain infectious and parasitic diseases,161
2019-02-01,Neoplasms,1556
2019-02-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,19
2019-02-01,"Endocrine, nutritional and metabolic diseases",437
2019-02-01,Mental and behavioural disorders,242
2019-02-01,Diseases of the nervous system,517
2019-02-01,Diseases of the circulatory system,2171
2019-02-01,Diseases of the respiratory system,583
2019-02-01,Diseases of the digestive system,206
2019-02-01,Diseases of the skin and subcutaneous tissue,15
2019-02-01,Diseases of the musculoskeletal system and connective tissue,31
2019-02-01,Diseases of the genitourinary system,169
2019-02-01,"Pregnancy, childbirth and the puerperium",5
2019-02-01,Certain conditions originating in the perinatal period,35
2019-02-01,"Congenital malformations, deformations and chromosomal abnormalities",24
2019-02-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",46
2019-02-01,External causes of morbidity and mortality,454
2019-03-01,Certain infectious and parasitic diseases,164
2019-03-01,Neoplasms,1672
2019-03-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,20
2019-03-01,"Endocrine, nutritional and metabolic diseases",409
2019-03-01,Mental and behavioural disorders,265
2019-03-01,Diseases of the nervous system,539
2019-03-01,Diseases of the circulatory system,2297
2019-03-01,Diseases of the respiratory system,645
2019-03-01,Diseases of the digestive system,246
2019-03-01,Diseases of the skin and subcutaneous tissue,15
2019-03-01,Diseases of the musculoskeletal system and connective tissue,35
2019-03-01,Diseases of the genitourinary system,211
2019-03-01,"Pregnancy, childbirth and the puerperium",5
2019-03-01,Certain conditions originating in the perinatal period,46
2019-03-01,"Congenital malformations, deformations and chromosomal abnormalities",28
2019-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",71
2019-03-01,External causes of morbidity and mortality,470
2019-04-01,Certain infectious and parasitic diseases,145
2019-04-01,Neoplasms,1640
2019-04-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,31
2019-04-01,"Endocrine, nutritional and metabolic diseases",404
2019-04-01,Mental and behavioural disorders,227
2019-04-01,Diseases of the nervous system,482
2019-04-01,Diseases of the circulatory system,2058
2019-04-01,Diseases of the respiratory system,509
2019-04-01,Diseases of the digestive system,193
2019-04-01,Diseases of the skin and subcutaneous tissue,8
2019-04-01,Diseases of the musculoskeletal system and connective tissue,29
2019-04-01,Diseases of the genitourinary system,192
2019-04-01,"Pregnancy, childbirth and the puerperium",5
2019-04-01,Certain conditions originating in the perinatal period,37
2019-04-01,"Congenital malformations, deformations and chromosomal abnormalities",29
2019-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",59
2019-04-01,External causes of morbidity and mortality,483
2019-05-01,Certain infectious and parasitic diseases,133
2019-05-01,Neoplasms,1692
2019-05-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,17
2019-05-01,"Endocrine, nutritional and metabolic diseases",366
2019-05-01,Mental and behavioural disorders,217
2019-05-01,Diseases of the nervous system,452
2019-05-01,Diseases of the circulatory system,2118
2019-05-01,Diseases of the respiratory system,465
2019-05-01,Diseases of the digestive system,190
2019-05-01,Diseases of the skin and subcutaneous tissue,9
2019-05-01,Diseases of the musculoskeletal system and connective tissue,34
2019-05-01,Diseases of the genitourinary system,171
2019-05-01,"Pregnancy, childbirth and the puerperium",7
2019-05-01,Certain conditions originating in the perinatal period,31
2019-05-01,"Congenital malformations, deformations and chromosomal abnormalities",34
2019-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",46
2019-05-01,External causes of morbidity and mortality,485
2019-06-01,Certain infectious and parasitic diseases,149
2019-06-01,Neoplasms,1601
2019-06-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,20
2019-06-01,"Endocrine, nutritional and metabolic diseases",358
2019-06-01,Mental and behavioural disorders,247
2019-06-01,Diseases of the nervous system,436
2019-06-01,Diseases of the circulatory system,1990
2019-06-01,Diseases of the respiratory system,411
2019-06-01,Diseases of the digestive system,172
2019-06-01,Diseases of the skin and subcutaneous tissue,14
2019-06-01,Diseases of the musculoskeletal system and connective tissue,26
2019-06-01,Diseases of the genitourinary system,153
2019-06-01,"Pregnancy, childbirth and the puerperium",6
2019-06-01,Certain conditions originating in the perinatal period,42
2019-06-01,"Congenital malformations, deformations and chromosomal abnormalities",21
2019-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",51
2019-06-01,External causes of morbidity and mortality,518
2019-07-01,Certain infectious and parasitic diseases,125
2019-07-01,Neoplasms,1698
2019-07-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,18
2019-07-01,"Endocrine, nutritional and metabolic diseases",342
2019-07-01,Mental and behavioural disorders,218
2019-07-01,Diseases of the nervous system,463
2019-07-01,Diseases of the circulatory system,1900
2019-07-01,Diseases of the respiratory system,424
2019-07-01,Diseases of the digestive system,208
2019-07-01,Diseases of the skin and subcutaneous tissue,11
2019-07-01,Diseases of the musculoskeletal system and connective tissue,35
2019-07-01,Diseases of the genitourinary system,161
2019-07-01,"Pregnancy, childbirth and the puerperium",7
2019-07-01,Certain conditions originating in the perinatal period,44
2019-07-01,"Congenital malformations, deformations and chromosomal abnormalities",26
2019-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",58
2019-07-01,External causes of morbidity and mortality,525
2019-08-01,Certain infectious and parasitic diseases,154
2019-08-01,Neoplasms,1688
2019-08-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,13
2019-08-01,"Endocrine, nutritional and metabolic diseases",358
2019-08-01,Mental and behavioural disorders,202
2019-08-01,Diseases of the nervous system,427
2019-08-01,Diseases of the ear and mastoid process,1
2019-08-01,Diseases of the circulatory system,1896
2019-08-01,Diseases of the respiratory system,396
2019-08-01,Diseases of the digestive system,188
2019-08-01,Diseases of the skin and subcutaneous tissue,7
2019-08-01,Diseases of the musculoskeletal system and connective tissue,21
2019-08-01,Diseases of the genitourinary system,148
2019-08-01,"Pregnancy, childbirth and the puerperium",1
2019-08-01,Certain conditions originating in the perinatal period,38
2019-08-01,"Congenital malformations, deformations and chromosomal abnormalities",18
2019-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",67
2019-08-01,External causes of morbidity and mortality,574
2019-09-01,Certain infectious and parasitic diseases,119
2019-09-01,Neoplasms,1740
2019-09-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,24
2019-09-01,"Endocrine, nutritional and metabolic diseases",316
2019-09-01,Mental and behavioural disorders,185
2019-09-01,Diseases of the nervous system,443
2019-09-01,Diseases of the circulatory system,1917
2019-09-01,Diseases of the respiratory system,348
2019-09-01,Diseases of the digestive system,198
2019-09-01,Diseases of the skin and subcutaneous tissue,7
2019-09-01,Diseases of the musculoskeletal system and connective tissue,29
2019-09-01,Diseases of the genitourinary system,158
2019-09-01,"Pregnancy, childbirth and the puerperium",2
